time,cart_pos,pend_pos,cart_vel,pend_vel,torque
3.740000000000000213e+00,5.215410030208934714e-04,3.140719595349366511e+00,-1.400350392108639362e-04,1.701273706396915289e-02,-2.510622874243326284e-03
3.760000000000000231e+00,5.187403022366761807e-04,3.141059850090645700e+00,-1.834424955869962148e-04,1.768961810590824121e-02,1.164874637608199169e-02
3.780000000000000249e+00,5.150714523249362705e-04,3.141413642452763888e+00,3.957903403162220109e-05,1.807196227943313679e-02,9.433923527594597551e-05
3.800000000000000266e+00,5.158630330055687411e-04,3.141775081698352512e+00,3.770187292255879828e-05,1.804055087533573340e-02,-3.911600751945900831e-03
3.820000000000000284e+00,5.166170704640199582e-04,3.142135892715859136e+00,-3.039786511732358389e-05,1.768528902766699010e-02,6.710923403171622538e-03
3.839999999999999858e+00,5.160091131616734985e-04,3.142489598496412295e+00,1.064811361725989528e-04,1.703723636616930048e-02,-1.265233604213845259e-02
3.859999999999999876e+00,5.181387358851254239e-04,3.142830343223735667e+00,-1.146610165438929701e-04,1.602104174155287789e-02,9.772400858630602913e-03
3.879999999999999893e+00,5.158455155542475325e-04,3.143150764058566526e+00,9.731319473032281741e-05,1.479966449144467892e-02,-1.097069994158614802e-02
3.899999999999999911e+00,5.177917794488539607e-04,3.143446757348395515e+00,-8.171952969078397295e-05,1.321468479813064402e-02,-6.347426542390089202e-03
3.919999999999999929e+00,5.161573888550382823e-04,3.143711051044358218e+00,-1.548476143012048512e-04,1.145288675696681108e-02,-8.907544471512231915e-03
3.939999999999999947e+00,5.130604365690141994e-04,3.143940108779497589e+00,-2.630222803796521298e-04,9.500805002657789974e-03,-8.602689083629650249e-03
3.959999999999999964e+00,5.077999909614211785e-04,3.144130124879550792e+00,-3.515881559635297519e-04,7.406426199308998801e-03,1.172100139785603630e-02
3.979999999999999982e+00,5.007682278421505965e-04,3.144278253403537171e+00,-6.077629781984497312e-05,5.198196496846330117e-03,1.610232514514380389e-02
4.000000000000000000e+00,4.995527018857537317e-04,3.144382217333474117e+00,2.830186627367924806e-04,2.758415272418698449e-03,-5.081895134673232103e-03
4.020000000000000462e+00,5.052130751404895499e-04,3.144437385638922500e+00,2.110521562702317652e-04,1.071320281978717891e-04,1.276803703578066607e-02
4.040000000000000036e+00,5.094341182658941635e-04,3.144439528279486584e+00,4.696790447177139343e-04,-2.538205640403074729e-03,2.884013267900935752e-03
4.060000000000000497e+00,5.188276991602484931e-04,3.144388764166678563e+00,5.236608393064427162e-04,-5.266366217746719716e-03,-3.082614313287020905e-03
4.080000000000000071e+00,5.293009159463773561e-04,3.144283436842323809e+00,4.630022155345606951e-04,-7.944592884666075092e-03,-7.833616691371819013e-03
4.099999999999999645e+00,5.385609602570685158e-04,3.144124544984630454e+00,3.200000777560003951e-04,-1.047705021745395752e-02,3.020113687165291300e-03
4.120000000000000107e+00,5.449609618121885280e-04,3.143915003980281231e+00,3.842940713134949623e-04,-1.278301577360369326e-02,1.343432210928189718e-03
4.139999999999999680e+00,5.526468432384583958e-04,3.143659343664809036e+00,4.079861802118233760e-04,-1.490466724235307502e-02,-6.485793255488870625e-03
4.160000000000000142e+00,5.608065668426948092e-04,3.143361250319962164e+00,2.829282116257693705e-04,-1.678561400741251236e-02,-1.153547172445791059e-02
4.179999999999999716e+00,5.664651310752101933e-04,3.143025538039813771e+00,7.330074133427767649e-05,-1.832871464412829873e-02,6.936445762211374162e-03
4.200000000000000178e+00,5.679311459018957431e-04,3.142658963746931100e+00,2.125735815193747808e-04,-1.946851436677864144e-02,-3.793204855630738677e-03
4.219999999999999751e+00,5.721826175322831942e-04,3.142269593459595445e+00,1.376000623739084849e-04,-2.032512782799900108e-02,-7.085051629050692808e-03
4.240000000000000213e+00,5.749346187797614062e-04,3.141863090903035616e+00,3.624609929949433205e-06,-2.079246315526506877e-02,1.395939901949697255e-02
4.259999999999999787e+00,5.750071109783603911e-04,3.141447241639930166e+00,2.567212557071166246e-04,-2.083452348542353186e-02,-9.248507786972243877e-03
4.280000000000000249e+00,5.801415360925026932e-04,3.141030551170221674e+00,5.793706512372063643e-05,-2.060675494219116680e-02,-1.720640030529583392e-02
4.299999999999999822e+00,5.813002773949770864e-04,3.140618416071377705e+00,-2.724728963842886842e-04,-1.992467085350338452e-02,-7.590885752443976391e-03
4.320000000000000284e+00,5.758508194672912629e-04,3.140219922654307716e+00,-4.033758653087011906e-04,-1.874247642313514248e-02,1.239204665475881345e-02
4.339999999999999858e+00,5.677833021611172889e-04,3.139845073125845154e+00,-1.662844555348685026e-04,-1.715954293374374884e-02,2.433223236691854901e-03
4.360000000000000320e+00,5.644576130504198701e-04,3.139501882267170085e+00,-1.386888200267523776e-04,-1.535283429514359109e-02,-1.653666633094515864e-02
4.379999999999999893e+00,5.616838366498847846e-04,3.139194825581267168e+00,-4.626488776764613132e-04,-1.326663190584990125e-02,-4.324966214676785430e-03
4.400000000000000355e+00,5.524308590963555995e-04,3.138929492943150379e+00,-5.387027091317468739e-04,-1.079111142508418913e-02,2.547434560358031660e-02
4.419999999999999929e+00,5.416568049137206967e-04,3.138713670714648796e+00,-7.194255986657461990e-05,-8.069748383488485610e-03,-7.887900426250385238e-04
4.440000000000000391e+00,5.402179537163892369e-04,3.138552275746978815e+00,-1.293627577451161100e-04,-5.373395478275711998e-03,4.426726166608664116e-03
4.459999999999999964e+00,5.376306985614869634e-04,3.138444807837413197e+00,-8.899691982691126653e-05,-2.534529201123720751e-03,9.381788916049000823e-03
4.480000000000000426e+00,5.358507601649487159e-04,3.138394117253390903e+00,3.582012116490256655e-05,3.566642796404752985e-04,-4.626319752537014739e-03
4.500000000000000000e+00,5.365671625882467407e-04,3.138401250538983778e+00,-1.054595556488268845e-04,3.213768059039239303e-03,7.571228041423207905e-03
4.520000000000000462e+00,5.344579714752702463e-04,3.138465525900164366e+00,-1.149060793427677217e-05,6.094914162215938486e-03,-2.589761772003151830e-03
4.540000000000000036e+00,5.342281593165847543e-04,3.138587424183408636e+00,-1.090215767019808599e-04,8.851447931406294239e-03,-9.506218375564987402e-03
4.560000000000000497e+00,5.320477277825451769e-04,3.138764453142036892e+00,-3.196508060758866394e-04,1.151175016358435554e-02,-6.912035680964397251e-04
4.580000000000000071e+00,5.256547116610274907e-04,3.138994688145308576e+00,-3.466442030658285398e-04,1.407386907862011316e-02,1.083199629722208027e-02
4.600000000000000533e+00,5.187218275997109666e-04,3.139276165526880824e+00,-1.580475385831045466e-04,1.641522019239334204e-02,1.160706441189286557e-03
4.620000000000000107e+00,5.155608768280488382e-04,3.139604469930728836e+00,-1.577613991408591948e-04,1.840294457692432870e-02,1.422526626942224393e-03
4.639999999999999680e+00,5.124056488452316234e-04,3.139972528822267517e+00,-1.468466956999553094e-04,2.007605930985425016e-02,-1.241042227062881358e-02
4.660000000000000142e+00,5.094687149312324961e-04,3.140374050008464479e+00,-3.808649200729109438e-04,2.139747394460747576e-02,-9.331472058108521844e-03
4.679999999999999716e+00,5.018514165297743119e-04,3.140801999487356611e+00,-5.292408681564025018e-04,2.244156493765411473e-02,7.774175801817322746e-04
4.700000000000000178e+00,4.912665991666462792e-04,3.141250830786109560e+00,-4.726967707588265429e-04,2.315197960741915972e-02,9.946716564512495320e-03
4.719999999999999751e+00,4.818126637514697224e-04,3.141713870378258111e+00,-2.479792082207078795e-04,2.342869973286949500e-02,-1.338750150373836482e-02
4.740000000000000213e+00,4.768530795870555431e-04,3.142182444372915384e+00,-4.597306494101219146e-04,2.319375574050367914e-02,-1.172885429193928474e-03
4.759999999999999787e+00,4.676584665988531156e-04,3.142646319487725659e+00,-4.217974297181548995e-04,2.262720889233827901e-02,1.154426473158240082e-02
4.780000000000000249e+00,4.592225180044900122e-04,3.143098863665572562e+00,-1.496294775728997648e-04,2.163356326983536040e-02,-9.433538425964562227e-03
4.799999999999999822e+00,4.562299284530320115e-04,3.143531534930969151e+00,-2.763242625506006104e-04,2.013050299942954063e-02,8.651344857480862405e-03
4.820000000000000284e+00,4.507034432020200036e-04,3.143934144990957691e+00,-5.622736236115543382e-05,1.830541049676061988e-02,-4.295639131151045287e-03
4.839999999999999858e+00,4.495788959547969096e-04,3.144300253200893014e+00,-8.552994332297244315e-05,1.604538116600655664e-02,7.056656523063423864e-03
4.860000000000000320e+00,4.478682970883374670e-04,3.144621160824212946e+00,9.930411299883855423e-05,1.349035760389182166e-02,4.801251171500226758e-04
4.879999999999999893e+00,4.498543793483142286e-04,3.144890967976290863e+00,1.519849742415950314e-04,1.059551016290042127e-02,-6.512384414557278664e-03
4.900000000000000355e+00,4.528940788331461379e-04,3.145102878179548700e+00,7.697398265605270243e-05,7.464575010053005506e-03,-1.035381076940726508e-02
4.919999999999999929e+00,4.544335584862671789e-04,3.145252169679749965e+00,-5.723020098404618433e-05,4.204556399130233123e-03,-1.689071045234344099e-04
4.940000000000000391e+00,4.532889544665862666e-04,3.145336260807732653e+00,7.973987969314336567e-06,8.974435254569881892e-04,2.017645214105678268e-03
4.959999999999999964e+00,4.534484342259725745e-04,3.145354209678241642e+00,1.072007721405991433e-04,-2.479932596794636509e-03,-1.719725842744452768e-02
4.980000000000000426e+00,4.555924496687845733e-04,3.145304611026305874e+00,-1.514064941463832970e-04,-5.881508947098558135e-03,1.616091627803551171e-03
5.000000000000000000e+00,4.525643197858568922e-04,3.145186980847364033e+00,-4.564680189407801180e-05,-9.098693243352978105e-03,-4.386927621701604794e-03
5.020000000000000462e+00,4.516513837479753076e-04,3.145005006982497076e+00,-6.146793300066004709e-05,-1.222242064174848021e-02,1.335746965987922967e-02
5.040000000000000036e+00,4.504220250879621083e-04,3.144760558569662301e+00,2.418083157658523351e-04,-1.514557146877805287e-02,4.765964517719835022e-03
5.060000000000000497e+00,4.552581914032791284e-04,3.144457647140286749e+00,3.552501230699381266e-04,-1.794557195738157029e-02,7.212329226375225819e-03
5.080000000000000071e+00,4.623631938646778692e-04,3.144098735701139180e+00,4.962497716763716047e-04,-2.049276599208839714e-02,-1.128038293454177929e-02
5.100000000000000533e+00,4.722881892982053274e-04,3.143688880381297235e+00,2.821827133972775207e-04,-2.275068718420381053e-02,1.100346723337187853e-02
5.120000000000000107e+00,4.779318435661508669e-04,3.143233866637613172e+00,4.850667788150407047e-04,-2.452985490167489124e-02,-5.326592055885454036e-03
5.139999999999999680e+00,4.876331791424516984e-04,3.142743269539579831e+00,3.644974564258904944e-04,-2.596634795961042658e-02,-1.009443246722779635e-03
5.160000000000000142e+00,4.949231282709695614e-04,3.142223942580387508e+00,3.252994060129755496e-04,-2.689809759305039974e-02,2.080620791230523630e-04
5.179999999999999716e+00,5.014291163912290789e-04,3.141685980628526664e+00,3.030168162240424838e-04,-2.733775103594323838e-02,1.473447952208154985e-02
5.200000000000000178e+00,5.074894527157099372e-04,3.141139225607807894e+00,5.366833574506370535e-04,-2.728029109577823769e-02,6.195687330356730756e-03
5.219999999999999751e+00,5.182231198647226957e-04,3.140593619785892354e+00,5.837062893931431549e-04,-2.682824476236709763e-02,-5.016329822657149794e-03
5.240000000000000213e+00,5.298972456525856065e-04,3.140057054890645016e+00,4.140319598033573236e-04,-2.590953713166377695e-02,-3.179258822713280658e-03
5.259999999999999787e+00,5.381778848486527171e-04,3.139538864148011754e+00,2.852896379072353749e-04,-2.444746014831115921e-02,2.896181494189273981e-03
5.280000000000000249e+00,5.438836776067973834e-04,3.139049914945045483e+00,2.706098155642370725e-04,-2.248069160909819952e-02,8.828932727198779765e-03
5.299999999999999822e+00,5.492958739180820978e-04,3.138600301112863367e+00,3.568473003319448948e-04,-2.008746608144795776e-02,5.840384716291671489e-03
5.320000000000000284e+00,5.564328199247210423e-04,3.138198551791234525e+00,3.733917195397356181e-04,-1.734893108566335287e-02,-6.722039961378331943e-03
5.339999999999999858e+00,5.639006543155157146e-04,3.137851573169521124e+00,1.546264082041598931e-04,-1.428276595878332292e-02,-2.554428402317095084e-03
5.360000000000000320e+00,5.669931824795989336e-04,3.137565917850345443e+00,2.737861067689833952e-05,-1.084433516614728352e-02,-4.698219392232531183e-03
5.379999999999999893e+00,5.675407546931369269e-04,3.137349031147022682e+00,-1.304380652924909509e-04,-7.130141934818532042e-03,-1.637830793406465021e-02
5.400000000000000355e+00,5.649319933872871046e-04,3.137206428308326522e+00,-4.872435717402330080e-04,-3.192111102813201609e-03,5.875649990678123887e-03
5.419999999999999929e+00,5.551871219524824640e-04,3.137142586086270057e+00,-4.080312185991397090e-04,9.829287507836124635e-04,4.607898514727346712e-03
5.440000000000000391e+00,5.470264975804996340e-04,3.137162244661285904e+00,-3.598246793623239540e-04,5.142031658411245695e-03,7.215101931445923019e-04
5.459999999999999964e+00,5.398300039932531430e-04,3.137265085294453915e+00,-3.855852335541571632e-04,9.223068162493195180e-03,-8.038648723835970997e-03
5.480000000000000426e+00,5.321182993221699586e-04,3.137449546657703703e+00,-5.649129437717125696e-04,1.318250872647288435e-02,-1.127350609730595928e-02
5.500000000000000000e+00,5.208200404467356595e-04,3.137713196832233375e+00,-7.814222699777401832e-04,1.701149708025699592e-02,-9.095231854173286418e-03
5.520000000000000462e+00,5.051915950471809035e-04,3.138053426773838694e+00,-9.321772948651546077e-04,2.065546079335213100e-02,6.066206680865035344e-04
5.540000000000000036e+00,4.865480491498778027e-04,3.138466535989705708e+00,-8.861555862626272189e-04,2.402026643108760851e-02,1.675166752325686279e-02
5.560000000000000497e+00,4.688249374246252388e-04,3.138946941318327521e+00,-5.447782612749882923e-04,2.696199728176504329e-02,2.486147757991679502e-02
5.580000000000000071e+00,4.579293721991254556e-04,3.139486181263962727e+00,-8.130520240580451415e-05,2.930247512003573626e-02,-1.143569335635878344e-03
5.600000000000000533e+00,4.563032681510093436e-04,3.140072230766363326e+00,-1.243181225751203262e-04,3.094423883413467691e-02,-6.547271781332506847e-03
5.620000000000000107e+00,4.538169056995069355e-04,3.140691115543046141e+00,-2.507286002854684434e-04,3.206089826894938100e-02,6.845687576572553196e-03
5.639999999999999680e+00,4.488023336937975731e-04,3.141332333508425112e+00,-1.116763801697850630e-04,3.266248149491979974e-02,-7.300722567971345243e-03
5.660000000000000142e+00,4.465688060904018908e-04,3.141985583138323435e+00,-2.313323407122388044e-04,3.262440441151487347e-02,-1.177312876872729785e-02
5.679999999999999716e+00,4.419421592761571147e-04,3.142638071226553809e+00,-4.092072108491467096e-04,3.204877608876672418e-02,1.591356973675195699e-02
5.700000000000000178e+00,4.337580150591741936e-04,3.143279046748329364e+00,-5.759140817187142223e-05,3.096559987856746868e-02,-1.818168149756637167e-02
5.719999999999999751e+00,4.326061868957367727e-04,3.143898358745900623e+00,-3.468796924815546528e-04,2.917169790547911520e-02,2.708726561757317589e-03
5.740000000000000213e+00,4.256685930461056905e-04,3.144481792704010292e+00,-2.195950258059661158e-04,2.695786160539558052e-02,8.786412605536211839e-03
5.759999999999999787e+00,4.212766925299863698e-04,3.145020949936118360e+00,1.472580674052214244e-05,2.418863663771126521e-02,-2.173959923034346833e-02
5.780000000000000249e+00,4.215712086647967921e-04,3.145504722668872599e+00,-3.178143613958782604e-04,2.086501512768772562e-02,-1.079628756853408082e-02
5.799999999999999822e+00,4.152149214368792301e-04,3.145922022971426202e+00,-4.121851607452096489e-04,1.727601597288994095e-02,8.137150598851955116e-03
5.820000000000000284e+00,4.069712182219750534e-04,3.146267543290884205e+00,-1.482068175022756285e-04,1.338579740415472494e-02,5.047574754809303586e-03
5.839999999999999858e+00,4.040070818719295473e-04,3.146535259238967264e+00,3.917281116442837574e-05,9.114013014761824377e-03,-9.824714871825816417e-03
5.860000000000000320e+00,4.047905380952181013e-04,3.146717539499262362e+00,-5.722986014104717721e-05,4.565876754074080050e-03,7.077752759256249106e-04
5.879999999999999893e+00,4.036459408923971453e-04,3.146808857034343987e+00,4.869420304215950671e-05,-6.204723487868244597e-05,6.826723468073054744e-04
5.900000000000000355e+00,4.046198249532403186e-04,3.146807616089646320e+00,1.445063149873840238e-04,-4.770660154818941005e-03,-8.406479059430324932e-03
5.919999999999999929e+00,4.075099512529880186e-04,3.146712202886549736e+00,6.554164726587189684e-05,-9.471824125865748595e-03,8.238859185007432404e-03
5.940000000000000391e+00,4.088207841983054736e-04,3.146522766404032279e+00,2.931265717815196453e-04,-1.400883052013825875e-02,9.657777916748114472e-04
5.959999999999999964e+00,4.146833156339358719e-04,3.146242589793629474e+00,3.627763965449783156e-04,-1.842521056699457371e-02,2.606267557686077138e-02
5.980000000000000426e+00,4.219388435648354545e-04,3.145874085582289759e+00,8.743626569610992924e-04,-2.257537065881276561e-02,-1.082213880049065794e-03
6.000000000000000000e+00,4.394260967040574447e-04,3.145422578169113415e+00,8.375851061338213067e-04,-2.656484699481650308e-02,1.257916100115243421e-02
6.020000000000000462e+00,4.561777988267338665e-04,3.144891281229217128e+00,1.043327001258674515e-03,-3.009438782976491325e-02,5.284685551293922742e-03
6.040000000000000036e+00,4.770443388519073438e-04,3.144289393472621708e+00,1.087283809702275584e-03,-3.319679090620018119e-02,-1.635314919495736707e-02
6.060000000000000497e+00,4.987900150459528056e-04,3.143625457654497524e+00,7.245166491109424328e-04,-3.574608377071610693e-02,2.062887406525650176e-03
6.080000000000000071e+00,5.132803480281716759e-04,3.142910535979082987e+00,7.188712246195722326e-04,-3.752407397144062046e-02,-4.398864999027724855e-03
6.100000000000000533e+00,5.276577725205630967e-04,3.142160054499654187e+00,5.843914360289720117e-04,-3.863974720906604432e-02,1.493547729741334304e-02
6.120000000000000107e+00,5.393456012411425868e-04,3.141387259555473044e+00,8.001401292068505882e-04,-3.901440182627471942e-02,-1.136446731888445406e-03
6.140000000000000568e+00,5.553484038252796354e-04,3.140606971518947521e+00,6.907323931242604666e-04,-3.877968886390505826e-02,7.153517393239390565e-03
6.160000000000000142e+00,5.691630516877648795e-04,3.139831377741669538e+00,7.289250829373914971e-04,-3.780067840887455649e-02,-4.719558339016205299e-03
6.179999999999999716e+00,5.837415533465127419e-04,3.139075364173491867e+00,5.355237936222228320e-04,-3.614974865627833961e-02,1.186690488431133656e-03
6.200000000000000178e+00,5.944520292189572029e-04,3.138352369200366088e+00,4.554545699208108417e-04,-3.375551281710112428e-02,-5.104522883683415731e-03
6.219999999999999751e+00,6.035611206173733655e-04,3.137677258944024050e+00,2.575412586557031041e-04,-3.070165445617328154e-02,1.793414515857672670e-03
6.240000000000000213e+00,6.087119457904874385e-04,3.137063225854900494e+00,1.929780858840417213e-04,-2.698902580947913285e-02,9.733611138674609642e-03
6.259999999999999787e+00,6.125715075081683168e-04,3.136523445338710747e+00,2.687507065002261606e-04,-2.273393231391983987e-02,-8.672834942235353034e-03
6.280000000000000249e+00,6.179465216381728378e-04,3.136068766692432508e+00,-4.417590783914026459e-06,-1.806633618307640007e-02,-4.458627541817401113e-04
6.299999999999999822e+00,6.178581698224946007e-04,3.135707439968770771e+00,-1.087977147211683390e-04,-1.292281990765807229e-02,3.306356419225671417e-03
6.320000000000000284e+00,6.156822155280711846e-04,3.135448983570617631e+00,-1.402222039533394468e-04,-7.461543576117219204e-03,1.555804511071026859e-02
6.339999999999999858e+00,6.128777714490043485e-04,3.135299752699095333e+00,4.982887138986271682e-05,-1.808137049221045234e-03,6.281989760972476848e-04
6.360000000000000320e+00,6.138743488768016185e-04,3.135263589958110941e+00,-5.043771226428398933e-05,3.845958192598175271e-03,-1.204580175805046449e-02
6.379999999999999893e+00,6.128655946315159911e-04,3.135340509121963048e+00,-3.698974400422969794e-04,9.518802937588305424e-03,1.192177284389650711e-02
6.400000000000000355e+00,6.054676458306700254e-04,3.135530885180714655e+00,-2.219410954724997196e-04,1.519902724294585998e-02,-1.008030740580540159e-02
6.419999999999999929e+00,6.010288239212200744e-04,3.135834865725573462e+00,-4.824577123591102770e-04,2.059173520500794802e-02,-7.184118999319500168e-03
6.440000000000000391e+00,5.913796696740378526e-04,3.136246700429673684e+00,-6.589549775096365013e-04,2.576608391976065865e-02,1.047946504748429632e-02
6.459999999999999964e+00,5.782005701238451204e-04,3.136762022108068759e+00,-4.905490766790672388e-04,3.059263840799605894e-02,-6.183271928950003242e-04
6.480000000000000426e+00,5.683895885902637496e-04,3.137373874876228541e+00,-5.298916709638219367e-04,3.483947605313022361e-02,-5.881692611678456147e-03
6.500000000000000000e+00,5.577917551709873478e-04,3.138070664397291321e+00,-6.495370858895635263e-04,3.851113671206381900e-02,-2.230401143267682351e-02
6.520000000000000462e+00,5.448010134531960534e-04,3.138840887131532753e+00,-1.042298762378200596e-03,4.156994885841232279e-02,-5.775730796438380277e-04
6.540000000000000036e+00,5.239550382056320111e-04,3.139672286108701194e+00,-9.897982765320889609e-04,4.406856942153313667e-02,-1.034206690275040960e-02
6.560000000000000497e+00,5.041590726749902752e-04,3.140553657497132001e+00,-1.104661642358219622e-03,4.577378850386389086e-02,-2.567680187577663087e-02
6.580000000000000071e+00,4.820658398278258806e-04,3.141469133267209113e+00,-1.470659328218229317e-03,4.671740201852273011e-02,-2.132854499995642979e-03
6.600000000000000533e+00,4.526526532634612856e-04,3.142403481307579405e+00,-1.359040774236893725e-03,4.697981025049194348e-02,3.138394173763821120e-03
6.620000000000000107e+00,4.254718377787234220e-04,3.143343077512589456e+00,-1.147062282758289564e-03,4.635370445347740398e-02,8.533730718761244755e-03
6.640000000000000568e+00,4.025305921235576069e-04,3.144270151601658903e+00,-8.423619040313628115e-04,4.480164082152699595e-02,4.090828700202621925e-03
6.660000000000000142e+00,3.856833540429303354e-04,3.145166184418089372e+00,-6.324723307412149316e-04,4.230564229466975829e-02,-2.049775116256362384e-02
6.679999999999999716e+00,3.730339074281060086e-04,3.146012297263982571e+00,-8.734922768344398304e-04,3.894185567983796808e-02,-1.176232987906804944e-02
6.700000000000000178e+00,3.555640618914172294e-04,3.146791134377579180e+00,-9.191337615779228334e-04,3.494961383266777244e-02,-4.926789781696534753e-03
6.719999999999999751e+00,3.371813866598587900e-04,3.147490126654232334e+00,-8.241391666426817414e-04,3.031495662460629431e-02,7.622043873392575497e-03
6.740000000000000213e+00,3.206986033270051747e-04,3.148096425786724328e+00,-5.003049125366796019e-04,2.505794892852737654e-02,-5.394368626795079244e-04
6.759999999999999787e+00,3.106925050762716044e-04,3.148597584765294943e+00,-3.465698279645066564e-04,1.917357819073805397e-02,-2.405969512980256353e-03
6.780000000000000249e+00,3.037611085169814734e-04,3.148981056329109851e+00,-2.342522394383208476e-04,1.283262229487769530e-02,2.417409732700006707e-03
6.799999999999999822e+00,2.990760637282150413e-04,3.149237708775007416e+00,-4.028035632829685261e-05,6.162416148034187760e-03,4.752939906722102210e-03
6.820000000000000284e+00,2.982704566016491248e-04,3.149360957097968150e+00,1.801255017996837560e-04,-7.535048350148024210e-04,1.013581798916327915e-02
6.839999999999999858e+00,3.018729666376428265e-04,3.149345887001267830e+00,4.772420579335604103e-04,-7.803719479033344869e-03,-6.977981153624268976e-03
6.860000000000000320e+00,3.114178077963140282e-04,3.149189812611687067e+00,4.339844636517075195e-04,-1.489426662343171226e-02,-1.178911087320245327e-02
6.879999999999999893e+00,3.200974970693481743e-04,3.148891927279218628e+00,3.039282580322715151e-04,-2.175763342856747162e-02,-4.874684050236293429e-04
6.900000000000000355e+00,3.261760622299935807e-04,3.148456774610647102e+00,3.848663648038269961e-04,-2.823272873801022098e-02,-7.201793987220704227e-03
6.919999999999999929e+00,3.338733895260701380e-04,3.147892120035886698e+00,3.278084195272313304e-04,-3.428697907288399960e-02,-1.455724866022706492e-03
6.940000000000000391e+00,3.404295579166147657e-04,3.147206380454429020e+00,3.696817830779151339e-04,-3.975113986196133348e-02,-7.958228790373897757e-03
6.959999999999999964e+00,3.478231935781730564e-04,3.146411357657189711e+00,2.771583379709432289e-04,-4.456292705359816281e-02,4.118802355513189600e-03
6.980000000000000426e+00,3.533663603375919362e-04,3.145520099116117851e+00,3.979637061211239047e-04,-4.857499065300724395e-02,1.525710615769107152e-05
7.000000000000000000e+00,3.613256344600144338e-04,3.144548599303057745e+00,4.168704615098095469e-04,-5.179660123255147575e-02,1.743930643359009255e-02
7.020000000000000462e+00,3.696630436902106302e-04,3.143512667278406614e+00,7.323088636164746482e-04,-5.412125125733940195e-02,-8.090490177516746623e-03
7.040000000000000036e+00,3.843092209625401448e-04,3.142430242253259731e+00,5.368359175649463789e-04,-5.562212036581813679e-02,1.341592044576809216e-02
7.060000000000000497e+00,3.950459393138390680e-04,3.141317799845943171e+00,7.311853163084019698e-04,-5.605465766044724629e-02,1.016673923842751704e-03
7.080000000000000071e+00,4.096696456400070988e-04,3.140196706692734097e+00,6.631948713207011167e-04,-5.556309693778077596e-02,-1.899339273568741984e-03
7.100000000000000533e+00,4.229335430664211081e-04,3.139085444753978660e+00,5.301923721416718300e-04,-5.404047005804744203e-02,-1.637190088717621964e-02
7.120000000000000107e+00,4.335373905092545512e-04,3.138004635352817928e+00,1.296967104319586496e-04,-5.147888214915893879e-02,-5.740909668887766125e-03
7.140000000000000568e+00,4.361313247178937166e-04,3.136975057709834758e+00,-5.702557866658214403e-05,-4.780547970125736956e-02,1.114429981863078976e-02
7.160000000000000142e+00,4.349908131445620542e-04,3.136018948115809390e+00,6.341122931972772373e-05,-4.316528317300181300e-02,3.502461568077495317e-03
7.179999999999999716e+00,4.362590377309565818e-04,3.135155642452349234e+00,1.842610845386666519e-05,-3.776046831360611866e-02,-1.196760334225187078e-03
7.200000000000000178e+00,4.366275599000339212e-04,3.134400433086077076e+00,-1.208347463596613324e-04,-3.161370199789743235e-02,8.669214413327413701e-03
7.219999999999999751e+00,4.342108649728406724e-04,3.133768159046119273e+00,-7.953942051543906491e-05,-2.479048306379159211e-02,5.970098527205508487e-03
7.240000000000000213e+00,4.326200765625319100e-04,3.133272349384843558e+00,-1.005804028304793033e-04,-1.748239136172189540e-02,4.505022321574096364e-03
7.259999999999999787e+00,4.306084685059223386e-04,3.132922701557609102e+00,-1.531295961386507358e-04,-9.791118269794341078e-03,-6.586027026247413688e-04
7.280000000000000249e+00,4.275458765831493158e-04,3.132726879192213154e+00,-2.985142871139408530e-04,-1.838801957759133437e-03,-1.850134221033040635e-03
7.299999999999999822e+00,4.215755908408705204e-04,3.132690103153057848e+00,-4.531104118479232818e-04,6.272026493540827988e-03,3.989357584428096862e-03
7.320000000000000284e+00,4.125133826039120797e-04,3.132815543682928805e+00,-4.860276381834288326e-04,1.440067171288556339e-02,7.295230749825041888e-04
7.339999999999999858e+00,4.027928298402435204e-04,3.133103557117186355e+00,-5.711246826479633330e-04,2.235095350191635549e-02,7.442714761690343191e-03
7.360000000000000320e+00,3.913703361872842711e-04,3.133550576187224657e+00,-5.200585320871645850e-04,3.000001019410705044e-02,3.977890644865445316e-03
7.379999999999999893e+00,3.809691655455409707e-04,3.134150576391106835e+00,-5.277420190520635190e-04,3.715167714756733436e-02,-3.136043674014162442e-03
7.400000000000000355e+00,3.704143251644997177e-04,3.134893609934058301e+00,-6.519906666780885722e-04,4.369749239399872698e-02,-6.321149885064528476e-03
7.419999999999999929e+00,3.573745118309379679e-04,3.135767559781938107e+00,-8.079845476548383433e-04,4.956284600616252950e-02,-1.852135879548582600e-03
7.440000000000000391e+00,3.412148208778411815e-04,3.136758816702061470e+00,-8.519793564566009942e-04,5.464978110333516131e-02,2.463288526113233817e-03
7.459999999999999964e+00,3.241752337487091421e-04,3.137851812324128353e+00,-7.958605247333827354e-04,5.881423893445647533e-02,2.373842167964524894e-02
7.480000000000000426e+00,3.082580232540414896e-04,3.139028097102817494e+00,-3.408641602676739909e-04,6.193249856331102532e-02,-1.180216966469568342e-02
7.500000000000000000e+00,3.014407400486880076e-04,3.140266747074083931e+00,-5.532145639114119298e-04,6.377526287697882212e-02,6.421846742485545420e-03
