% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=186396, Wed Dec 14 14:42:30 2022, <python>{}</python>
1 21 0.3389072894933301 1.0000333338888951 1016.4599182758088 1.0164599182758088e+03 1030.601946539803 1068.665094765192   
2 42 0.336079916320532 1.402645403635477 1016.3060127363855 1.0163060127363855e+03 1025.548172038137 1045.1492808029602   
3 63 0.31763694280995014 2.115694244713157 1016.3060127363855 1.0164624158675934e+03 1022.1799372508544 1037.987091818417   
4 84 0.2934682333242212 3.3855794956856364 1015.9354823567734 1.0159354823567734e+03 1018.5552965785247 1034.0154280032193   
5 105 0.30902842221380056 5.1927861141267195 1015.8596352547222 1.0158596352547222e+03 1016.4351827281217 1025.248334943869   
6 126 0.2553181035367774 7.319697709204118 1015.8596352547222 1.0159215497282075e+03 1016.197355432234 1021.5010373911912   
7 147 0.2435426062729416 8.526831385457019 1015.8596352547222 1.0159226605399181e+03 1016.2821970886184 1017.4168185929213   
8 168 0.24603374413989926 8.951077463721582 1015.7641311562097 1.0157641311562097e+03 1016.0483001111336 1017.1460191814277   
9 189 0.32383321054134506 11.539306571568078 1015.6666208747906 1.0156666208747906e+03 1016.0627361947681 1016.7048285368833   
10 210 0.4320789951933491 19.784820975939944 1015.6554872769925 1.0156554872769925e+03 1015.8929650376926 1016.331700803799   
11 231 0.6495785403336469 25.710208901165224 1014.0154836834433 1.0140154836834433e+03 1016.0129554243042 1016.4842333364446   
12 252 0.694945290759457 32.803990843237635 1014.0154836834433 1.0148197069895662e+03 1016.1773906115571 1017.9105090808279   
13 273 1.0754974883858444 29.594406140860137 1013.6602616731839 1.0136602616731839e+03 1014.9294857258825 1017.5386461934124   
14 294 1.5121448964312265 40.448760336376345 1010.6631907442978 1.0106631907442978e+03 1014.9605279265373 1018.9456683950395   
15 315 2.4367066574511287 52.16358588592901 1008.1304970118681 1.0081304970118681e+03 1013.7839928183674 1021.8530326580782   
16 336 3.4325588571865167 63.5762569348587 1005.1051395702284 1.0051051395702284e+03 1011.5590758819886 1023.2835624114748   
17 357 2.776809360193284 73.54846416852489 1004.2840692565054 1.0042840692565054e+03 1011.5688241730788 1020.2602930031632   
18 378 2.5950907656936795 64.13259853618173 1004.2840692565054 1.0045657030336993e+03 1008.3161430011702 1018.0289143941295   
19 399 2.4418845356647125 70.11435888958155 1004.2840692565054 1.0049891654343880e+03 1006.8648979468445 1014.6510303292281   
20 420 1.9000139982619846 64.1392580878537 1004.2840692565054 1.0046823574150134e+03 1006.6771025487225 1013.1155695414745   
21 441 1.8692853518168047 50.75081852198119 1004.2840692565054 1.0046224878661933e+03 1005.6403515750782 1007.835197511775   
22 462 2.010985513541099 38.50743807636543 1003.9764080626652 1.0039764080626652e+03 1005.0989957221915 1008.457575002308   
23 483 1.735567683077927 28.400635508073957 1003.9764080626652 1.0041020398172412e+03 1005.0424301406417 1006.9528731913466   
24 504 1.5782270206925295 23.871208556956617 1003.9764080626652 1.0039973663426435e+03 1004.7201345824099 1006.2066303965113   
