q11,q22,r,Vol
2.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e-01,-2.157135922297241493e+01
2.000000000000000000e+00,5.000000000000000000e+00,5.999999999999999778e-01,-2.157705044154982588e+01
2.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000666e-01,-2.296319346625706714e+01
2.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000444e-01,-2.306326235045010264e+01
2.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000222e-01,-2.325752904421670308e+01
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-2.341291543054087754e+01
2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000056e-01,-1.402546837497187759e+01
2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000111e-01,-1.627137871903105193e+01
2.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000444e-01,-1.528354211045187228e+01
2.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000222e-01,-1.854065469583475689e+01
2.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e-01,-1.971798136938497592e+01
2.000000000000000000e+00,6.000000000000000000e+00,5.999999999999999778e-01,-1.994198575617950198e+01
2.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000666e-01,-2.120417796575472025e+01
2.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000444e-01,-2.123916934463169781e+01
2.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000222e-01,-2.138339993141183015e+01
2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,-2.167721316819274335e+01
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000056e-01,-1.312005527528012117e+01
2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000111e-01,-1.531072522188372353e+01
2.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000444e-01,-1.627093803327011301e+01
2.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000222e-01,-1.740059765493260002e+01
2.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e-01,-1.843150139802476417e+01
2.000000000000000000e+00,7.000000000000000000e+00,5.999999999999999778e-01,-1.873038878192365075e+01
2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000666e-01,-1.988084450666120517e+01
2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000444e-01,-1.993254096482294102e+01
2.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000222e-01,-2.010157082140302620e+01
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,-2.031628631774220395e+01
2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000056e-01,-1.218267732215785060e+01
2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000111e-01,-1.440548664876068230e+01
2.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000444e-01,-1.534593964655687515e+01
2.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000222e-01,-1.653698386464709458e+01
2.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e-01,-1.745784715386430719e+01
2.000000000000000000e+00,8.000000000000000000e+00,5.999999999999999778e-01,-1.877728093062659198e+01
2.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000666e-01,-1.877569762451339486e+01
2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000444e-01,-1.941304569127680324e+01
2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000222e-01,-1.912129753479302252e+01
2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,-1.937576001135601800e+01
2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000056e-01,-1.168992053345465543e+01
2.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000111e-01,-1.376466742133794163e+01
2.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000444e-01,-1.472990671335457868e+01
2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000222e-01,-1.567333561321487601e+01
2.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e-01,-1.665085437134424140e+01
2.000000000000000000e+00,9.000000000000000000e+00,5.999999999999999778e-01,-1.791504781928203371e+01
2.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000666e-01,-1.789563899965385474e+01
2.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000444e-01,-1.809240004917873179e+01
2.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000222e-01,-1.834750379510760254e+01
2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,-1.861772636968476391e+01
2.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000056e-01,-1.098591055721333554e+01
2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000111e-01,-1.327324052449896108e+01
2.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000444e-01,-1.423729310468535836e+01
2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000222e-01,-1.513445367439636158e+01
2.000000000000000000e+00,1.000000000000000000e+01,5.000000000000000000e-01,-1.597105149011854230e+01
2.000000000000000000e+00,1.000000000000000000e+01,5.999999999999999778e-01,-1.718410416706673161e+01
2.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000666e-01,-1.723875580747227332e+01
2.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000444e-01,-1.746275073155839763e+01
2.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000222e-01,-1.768539177796905193e+01
2.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,-1.793238869996216422e+01
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01,-2.664590679231190862e+01
3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000444e-01,-3.087067039575003946e+01
3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,-3.313016278842205509e+01
3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,-3.413834810710108769e+01
3.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000666e-01,-4.122206773894480847e+01
3.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,-3.798305114062291921e+01
3.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000222e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.329735166209668051e+01
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000056e-01,-1.830450522693082505e+01
3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000111e-01,-2.086185520803057614e+01
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000444e-01,-2.586994200620684481e+01
3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000222e-01,-2.850588471429503201e+01
3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01,-3.056206165933863517e+01
3.000000000000000000e+00,2.000000000000000000e+00,5.999999999999999778e-01,-3.037777386601953111e+01
3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000666e-01,-3.048360887855440993e+01
3.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000444e-01,-3.193374432750156444e+01
3.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000222e-01,-3.337042615800294243e+01
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-3.220349503657145362e+01
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000056e-01,-1.695095730714309212e+01
3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000111e-01,-1.972468607553287256e+01
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000444e-01,-2.259405564273608746e+01
3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000222e-01,-2.462520492813562711e+01
3.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e-01,-2.501145044333349077e+01
3.000000000000000000e+00,3.000000000000000000e+00,5.999999999999999778e-01,-2.706501830891181726e+01
3.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000666e-01,-2.871772038451817011e+01
3.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000444e-01,-2.866332421605213199e+01
3.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000222e-01,-2.947582787360293821e+01
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,-2.963271226012262005e+01
3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000056e-01,-1.494891051510970392e+01
3.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000111e-01,-1.830652191794709083e+01
3.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000444e-01,-1.986943093948600847e+01
3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000222e-01,-2.150753669670851664e+01
3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e-01,-2.177744925541372467e+01
3.000000000000000000e+00,4.000000000000000000e+00,5.999999999999999778e-01,-2.358628365528193527e+01
3.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000666e-01,-2.514954152990033265e+01
3.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000444e-01,-2.536672328667534515e+01
3.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000222e-01,-2.573144701763668252e+01
3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,-2.607827602465144423e+01
3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000056e-01,-1.398459097477543089e+01
3.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.667313510872046223e+01
3.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000444e-01,-1.804569542697047524e+01
3.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000222e-01,-1.951885704388946507e+01
3.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e-01,-2.123618606909658268e+01
