q11_opt,q22_opt,r_opt,Vol_opt
9.973609523601187,1.1131886185422595,0.27259515401133744,1030.601946539803
9.996952494090623,1.1541681956756977,0.41282460539394256,1040.7449917546091
9.906237798425211,1.4914393906295318,0.19971197100671706,1025.4855667429854
9.999868029911902,1.7589992157465453,0.7565932767972688,1068.665094765192
9.779406600835813,1.000445444619333,0.5944108271152742,1054.6827518282128
9.893048397713962,1.003355816705857,0.12408066456810334,1018.0001237856635
9.98329891770452,1.4026988902983213,0.345452740838976,1036.6728282362335
9.959659005940882,1.1322780818277836,0.10451004568394455,1016.4599182758088
9.839824748687992,1.4837187064423825,0.32461744601282755,1034.9959715248744
9.955701683397802,1.7490586780340784,0.35182380616936393,1036.999562268099
9.988176111091454,1.1453270655514587,0.2512737873970208,1029.037833215993
9.995856926985262,1.0994949859244465,0.4262322437397905,1041.667800552789
9.757439448749198,1.3003279596079698,0.6751164152245586,1061.317182426628
9.939802519718903,1.4323053070990026,0.11310869736586397,1017.7747121535318
9.881598434720807,1.0115306330406,0.2813748493765697,1030.9732157256715
9.892397767385571,1.3853007577168341,0.1899061327368679,1024.5393619012207
9.99143387750799,1.217570996870883,0.19412585533468063,1024.7494063188926
9.953819718907154,1.5306003977474245,0.3095292484297645,1034.0809586125554
9.964479287832608,1.0920810583120735,0.14817412520742632,1020.4584510954597
9.981204872491425,1.0003224725145645,0.11169640813688916,1017.1169045862723
9.999977373024487,1.0154101624748333,0.1312914138075128,1019.0625169962763
9.984554286008828,1.296449793430288,0.21118464430005537,1026.1840850751773
9.990350986845698,1.0000214518139767,0.32264181922166346,1034.2730144226216
9.993823277287664,1.1333910312879034,0.28694568708181833,1031.7655235838279
9.976645098120112,1.0408349319456272,0.38079679686886764,1038.1170578110355
9.97751538434358,1.013991222122258,0.14049518254969148,1019.7577461663011
9.942271150776742,1.1280338469873188,0.10300106392280005,1016.3060127363855
9.979357480232295,1.3737447588961071,0.41528600667265125,1041.2521291126761
9.988529357982536,1.0659250857375797,0.11357878021043226,1017.3718672888409
9.999997302564438,1.1798915782856254,0.11072734147152254,1017.3119918958564
9.99515386780604,1.1162081511972588,0.32127825844512886,1034.3695569059175
9.978229853216181,1.140462669821378,0.346356957559003,1036.3038538960136
9.981570452992289,1.0524050947667292,0.17200359834355988,1022.7548427099089
9.95371612937572,1.308523373927124,0.1026955376630974,1016.5365407895883
9.972585301088598,1.284224310862733,0.45911851281160626,1045.1492808029602
9.993404623388253,1.3693380590869033,0.11430287245877345,1017.8578866712836
9.973358622885252,1.0033385574230937,0.46343643616062136,1045.0006653637035
9.999445073214922,1.0425705547222348,0.18451696288764197,1023.7388139007829
9.917184421792314,1.2831865481150102,0.12295058966843295,1018.3369932268878
9.995799818181656,1.0634788061491576,0.35060770063701646,1036.526014284453
9.995144532311638,1.1775163083713036,0.20518863085993136,1025.548172038137
9.983705157527805,1.241346756741926,0.13475702870739548,1019.6467822979632
9.851203186060092,1.1299243968352677,0.24397223564932208,1028.251128244735
9.9686469271243,1.2181306591899574,0.15243855993842262,1020.9851775932285
9.965872187013318,1.389271077920698,0.19206287847230397,1024.819964730185
9.983329233757736,1.3388233015493798,0.1364106799439763,1019.9195261163809
9.983103851658477,1.2044067227578625,0.26996197934764926,1030.5620259050102
9.947968470758752,1.0623970565329715,0.10585913675743654,1016.4624158675934
9.988589201305144,1.6028977913749327,0.12978210950442365,1019.4275011859095
9.936543412641813,1.3167687596752546,0.1560055121525924,1021.3645122137891
9.992917147618126,1.0268146518477461,0.1649516248022685,1022.1799372508544
9.983147916195751,1.1359571527507424,0.12100980739125716,1018.0637667107864
9.97065184276435,1.0043776535673505,0.37996319546728435,1037.987091818417
9.950213781564939,1.2332779370422002,0.10370154215991761,1016.5156541509077
9.984088655976787,1.2082197089085462,0.179501960312564,1023.5873295802526
9.973888950396757,1.6115018690066738,0.10095377919409176,1016.8169731453996
9.997966110660679,1.2908176210849918,0.12284349882921763,1018.4482555511364
9.99766652153181,1.173984782040182,0.28486032765434277,1031.6775416004891
9.999954722289756,1.0126583718527344,0.19444381673330213,1024.4611614003393
9.972192640302765,1.2938105668863231,0.22405885813339105,1027.1560211187461
9.963378365550877,1.0798596558327493,0.10563784436843293,1016.4878011971557
9.989397552866293,1.062326870849509,0.29501899696433675,1032.2608912499413
9.998739370797221,1.2584467615544095,0.17546571167104413,1023.3717642089528
9.999673143219797,1.3798708555873136,0.12260217422248752,1018.5552965785247
9.9800178015101,1.0735977796509153,0.1121024529309546,1017.250768824229
9.980330847743673,1.0751244450140685,0.11402363154062463,1017.4099373892433
9.919966962215554,1.0023826415551351,0.15760723606581226,1021.4607429371803
9.960298265342551,1.001191189640886,0.13101499496779628,1018.96456684796
9.951805416120486,1.3006237281903448,0.20192685788299064,1025.4267022959857
9.950833350860133,1.0158455748464246,0.10705489154516822,1016.5020139344905
9.982190505587097,1.0987890307167782,0.1791658017541176,1023.3868670580597
9.999957078736516,1.469598190895295,0.15659747323573367,1021.7250088608638
9.885506752536976,1.0002566253193237,0.12421385019020144,1017.9961135550856
9.925204491656936,1.3441049673118626,0.25083038829714044,1029.2302371594853
9.86687619453103,1.4220359538292728,0.10569341723832357,1016.825048393824
9.886318597815277,1.0194882378211365,0.11141636403858848,1016.9939326426849
9.998236068099216,1.291817870369313,0.10074488054265719,1016.4083072281475
9.986068095651751,1.314719552795452,0.15305959072937572,1021.2010515798111
9.99802879707094,1.0156386218726015,0.31878502598561353,1034.0154280032193
9.979256788487888,1.090604335177311,0.10578640926273368,1016.5353586087986
9.950091083968353,1.0961226153648542,0.1971731925267314,1024.7332571321951
9.845324360474761,1.5545479305049248,0.12410249545603194,1018.7103650099334
9.981637023054288,1.0125561107295225,0.1011976223109847,1016.0516299680032
9.947452623214602,1.017174726073437,0.10026518925246092,1015.9354823567734
9.944924872037396,1.1524425198420856,0.10006012029563593,1016.0961061782881
9.870672890009917,1.006946769299368,0.10071777395372922,1015.8596352547222
9.995949587471689,1.1186473217768653,0.10133121661957219,1016.2237435239185
9.957432514972702,1.2377059048099246,0.10918635637633424,1016.986083422703
9.991781905076055,1.0338791927636035,0.10652880813806426,1016.5366042545375
9.965674312742134,1.0299364680158658,0.11762062728418349,1017.618098448116
9.992823203395492,1.0483484977946842,0.1022145422977572,1016.1992071503898
9.978663144073634,1.2501752638064947,0.10663069163914608,1016.8191172997766
9.991137316566762,1.041149305428113,0.10519521033915182,1016.4351827281217
9.866520901335111,1.1180083684601263,0.10911681875352373,1016.6995674864182
9.842186620441634,1.1937416515826065,0.10008152718367046,1016.01959640184
9.99362154266039,1.2692583406029183,0.19947361585275797,1025.248334943869
9.969940365610361,1.4595753891241317,0.10043046948307945,1016.5672696400422
9.976188667046882,1.038380028568936,0.1001153074038148,1015.9886837150572
