m_opt,l_opt,q11_opt,q22_opt,r_opt,Vol_opt
0.5481496148538383,0.31073327951688545,9.934797243994051,1.2766754697942237,0.8014793013365541,-88.26259109439145
0.70087947311783,0.6262630092814696,9.915800475158624,1.4654763176854764,0.6931372448803598,-29.183691372400627
0.5000177138814754,0.31735095140935576,9.714142414715571,1.0114207015740095,0.9425422759070431,-132.75530430172788
0.6117992931702593,0.6787293869582689,9.795477809053473,1.1350201213561875,0.6176154824007992,-34.04075251877185
0.6140377991654077,0.41265335786432034,9.990119057169359,1.0941520981835047,0.747597760889579,-44.09150906921685
0.6583626097045244,0.5573934315179165,9.967177386332539,1.1520813550845832,0.994174517983067,-32.55385164101497
0.8531847480348713,0.5618349145117636,9.920411780645837,1.1453737437155884,0.7135877812332293,-25.774168685415486
0.5302864351012551,0.40084689910520377,9.999643093664742,1.0145436608027931,0.5073145727316909,-49.318194403497074
0.514313358175641,0.6073165265199343,9.993550628304487,1.3273517391649632,0.9361712090431018,-39.191646165009075
0.5073729341219303,0.6848097600740649,9.882854251380516,1.275513080903869,0.8155377490601314,-34.91146655645433
0.8025273576502965,0.6968746588956868,9.955366396343416,1.1078751944251988,0.9170597488418062,-28.97165950098659
0.9298843883501307,0.5184171094980499,9.949242627923784,1.0756479414750793,0.8630682117051404,-23.837022152583994
0.9994396091524913,0.6993302089754729,9.885774212072732,1.0588098216072543,0.9966207586610676,-0.001
0.9124376968118236,0.3944581982159779,9.7077252090996,1.204006193793,0.9994826671538384,-27.584793956479054
0.7617284667347023,0.48339123531979555,9.999476760701079,1.046677450113731,0.7862912362326104,-32.833930030317454
0.5496717771628088,0.6702561254999045,9.9918760994815,1.000485363987634,0.6164985313191815,-37.483126261328536
0.5013753854624636,0.6783022346176916,9.549973487306413,1.4663425828734273,0.9681066891082051,-36.532748763825424
0.5225485517013677,0.4206312372590309,9.81766693802463,1.0170054658359036,0.8874674402557058,-56.38838311066843
