time,position,velocity,torque
4.349999999999999978e-01,3.140681831114525480e+00,3.237255196081705640e-03,2.500000000000000000e+00
4.499999999999999556e-01,3.140936587931250301e+00,2.316428629375204447e-03,2.500000000000000000e+00
4.649999999999999689e-01,3.141129187214093399e+00,1.854469380893211802e-03,2.500000000000000000e+00
4.799999999999999822e-01,3.141283563964359704e+00,1.488211152158666660e-03,2.500000000000000000e+00
4.949999999999999956e-01,3.141403601935386813e+00,1.120739390080599919e-03,2.475106041730067652e+00
5.100000000000000089e-01,3.141460018799994813e+00,1.947223843353862536e-04,2.361474808615262599e+00
5.250000000000000222e-01,3.141458466301891406e+00,-1.831224277403170966e-04,2.268467563289888744e+00
5.400000000000000355e-01,3.141451312146782193e+00,7.621365918698743552e-06,2.223379708297569923e+00
5.549999999999999378e-01,3.141453612758788871e+00,3.795181709389649355e-05,2.183657814238264994e+00
5.699999999999999512e-01,3.141465908625067360e+00,2.050294913232430139e-04,2.162724183546410828e+00
5.849999999999999645e-01,3.141480057705403617e+00,1.087669582381031188e-04,2.140138949314012606e+00
5.999999999999999778e-01,3.141497775598323106e+00,2.528202511723713760e-04,2.145170107631977352e+00
6.149999999999999911e-01,3.141546939568866215e+00,7.401380754616013712e-04,2.128726805764479479e+00
6.300000000000000044e-01,3.141610374570417363e+00,6.287667247436924721e-04,2.157032335589523342e+00
6.450000000000000178e-01,3.141641473971211518e+00,9.869636031537855868e-05,2.216474165801046503e+00
6.599999999999999201e-01,3.141631547226413357e+00,-2.674532805080933858e-04,2.308703843552890600e+00
6.749999999999999334e-01,3.141664324996440882e+00,8.370666022569422590e-04,2.364742552602693504e+00
6.899999999999999467e-01,3.141717637183929934e+00,3.589603598854872613e-04,2.421558650966351145e+00
7.049999999999999600e-01,3.141750019610158429e+00,3.358428306890958934e-04,2.460116020333475539e+00
7.199999999999999734e-01,3.141792075180150690e+00,5.388876472481830479e-04,2.457046430446408358e+00
7.349999999999999867e-01,3.141690343767498117e+00,-2.368488213751921301e-03,2.439847795564219712e+00
7.500000000000000000e-01,3.141592653589793116e+00,0.000000000000000000e+00,2.349643975770859150e+00
7.650000000000000133e-01,3.141592653589793116e+00,0.000000000000000000e+00,2.294043568761414242e+00
7.800000000000000266e-01,3.141592653589793116e+00,0.000000000000000000e+00,2.211813052849126660e+00
7.949999999999999289e-01,3.141592653589793116e+00,0.000000000000000000e+00,2.108743385488473621e+00
8.099999999999999423e-01,3.141592653589793116e+00,0.000000000000000000e+00,1.944828460808701642e+00
8.249999999999999556e-01,3.141592653589793116e+00,0.000000000000000000e+00,1.847136123614429692e+00
8.399999999999999689e-01,3.141592653589793116e+00,0.000000000000000000e+00,1.719428674684420955e+00
8.549999999999999822e-01,3.141592653589793116e+00,0.000000000000000000e+00,1.572628105074756810e+00
8.699999999999999956e-01,3.141592653589793116e+00,0.000000000000000000e+00,1.415431337995815220e+00
