time,cart_pos,pend_pos,cart_vel,pend_vel,force
6.700046062469482422e-01,2.621081640624999820e-01,3.681553890925538752e+00,-2.632470471558646663e-01,6.442264666265677953e+00,-5.873632738458787195e+00
6.800038814544677734e-01,2.592031640624999911e-01,3.742913122440964635e+00,-2.905210567477339301e-01,6.136367910874507281e+00,-5.887779281203313175e+00
6.900036334991455078e-01,2.560485156249999728e-01,3.804272353956390074e+00,-3.154726660626597790e-01,6.136075298795359956e+00,-5.867661647912354006e+00
7.000041007995605469e-01,2.526442187499999825e-01,3.862563623896044351e+00,-3.404137799499334371e-01,5.828854611347519032e+00,-5.843377960401607396e+00
7.100040912628173828e-01,2.490356640624999673e-01,3.919320913047813271e+00,-3.608558128889222116e-01,5.675734327978947391e+00,-5.670419753266396690e+00
7.200038433074951172e-01,2.452001562499999676e-01,3.973010240623810585e+00,-3.835602918315769161e-01,5.369065886445945068e+00,-5.509596782754434763e+00
7.300038337707519531e-01,2.411830859374999581e-01,4.023631606624036294e+00,-4.017074143480447446e-01,5.062141427656836612e+00,-5.333557199189715270e+00
7.400040626525878906e-01,2.369390624999999639e-01,4.072718991836377533e+00,-4.243926301735641560e-01,4.908626171697113350e+00,-5.132446519272134466e+00
7.500040531158447266e-01,2.325588671874999624e-01,4.117204434685060477e+00,-4.380199489783755396e-01,4.448548527334770242e+00,-4.957842462448428300e+00
7.600040435791015625e-01,2.279971093749999789e-01,4.158621915957972703e+00,-4.561762162935396048e-01,4.141752077173803670e+00,-4.776209016994475753e+00
7.700040340423583984e-01,2.232537890624999577e-01,4.195437454867228411e+00,-4.743324836087091656e-01,3.681557401932309403e+00,-4.604177606194308048e+00
7.800040245056152344e-01,2.183516015624999695e-01,4.230719012988598315e+00,-4.902192175094759463e-01,3.528159176851781709e+00,-4.416601819541629226e+00
7.900042533874511719e-01,2.132905468749999589e-01,4.261398628746311701e+00,-5.060938851802413430e-01,3.067891357310706724e+00,-4.256577849620216902e+00
8.000144958496093750e-01,2.080933203124999686e-01,4.287476302140366791e+00,-5.191908769589853589e-01,2.605099076534531655e+00,-4.095030649251833132e+00
8.100042343139648438e-01,2.026918359374999812e-01,4.310486013958652052e+00,-5.407032821002374368e-01,2.303334756999550148e+00,-3.926586861026314157e+00
8.200047016143798828e-01,1.971541796874999863e-01,4.328893783413279905e+00,-5.537397487185594658e-01,1.840690929899235329e+00,-3.770637639534846208e+00
8.300044536590576172e-01,1.914576562499999690e-01,4.342699610504250352e+00,-5.696664689332905374e-01,1.380616942228928279e+00,-3.609009254153627388e+00
8.400044441223144531e-01,1.856249609374999721e-01,4.353437476019449193e+00,-5.832700874997016616e-01,1.073787575563516228e+00,-3.431952829320891851e+00
8.500044345855712891e-01,1.797014843749999702e-01,4.359573399170992403e+00,-5.923482211572850265e-01,6.135929003221107791e-01,-3.263876132091065418e+00
8.600053787231445312e-01,1.736645312499999760e-01,4.362641360746764008e+00,-6.036383207380736637e-01,3.067671945337007711e-01,-3.063788530850348746e+00
8.700044155120849609e-01,1.675367968749999770e-01,4.359573399170992403e+00,-6.128324662009108081e-01,-3.068257113690155968e-01,-2.866924820341078650e+00
8.800046443939208984e-01,1.613409765624999881e-01,4.353437476019449193e+00,-6.195678504672885722e-01,-6.135782714621946798e-01,-2.649354040908169505e+00
8.900046348571777344e-01,1.550997656249999690e-01,4.342699610504250352e+00,-6.241216889588270256e-01,-1.073787575563516228e+00,-2.385201699872078862e+00
9.000046253204345703e-01,1.488131640624999752e-01,4.327359802625393215e+00,-6.286607557876159325e-01,-1.533982250805188130e+00,-2.121221496560576014e+00
9.100043773651123047e-01,1.425492578124999687e-01,4.308952033170766249e+00,-6.264061570740553364e-01,-1.840822589638541285e+00,-1.803876615571171849e+00
9.200048446655273438e-01,1.363307421874999925e-01,4.284408340564596074e+00,-6.218225047085444990e-01,-2.454254573198950684e+00,-1.466149265522622258e+00
9.300050735473632812e-01,1.302257031249999808e-01,4.256796686382654293e+00,-6.104899332443269877e-01,-2.761102221579609495e+00,-1.109019928302452884e+00
9.400048255920410156e-01,1.242114453124999879e-01,4.224583089837055994e+00,-6.014406942921169952e-01,-3.221439531867558159e+00,-6.620664056531677666e-01
9.500048160552978516e-01,1.183560546874999897e-01,4.187767550927800286e+00,-5.855396209140975028e-01,-3.681557401932309403e+00,-2.113053447221188708e-01
9.600052833557128906e-01,1.126822265624999875e-01,4.146350069654888060e+00,-5.673562999165576715e-01,-4.141554592273235080e+00,2.786917195952068882e-01
9.700050354003906250e-01,1.072580468749999849e-01,4.100330646018319314e+00,-5.424314186257215287e-01,-4.602056474096486660e+00,8.407343920879897237e-01
9.800050258636474609e-01,1.021289062499999845e-01,4.049709280018092272e+00,-5.129145516534344695e-01,-5.062141427656969839e+00,1.401148271353758190e+00
9.900050163269042969e-01,9.738558593749999104e-02,3.994485971654209600e+00,-4.743324836087063900e-01,-5.522336102898375287e+00,2.036594309335875153e+00
1.000005245208740234e+00,9.311886718749998182e-02,3.933126740138783717e+00,-4.266621094793066615e-01,-6.135782714621324629e+00,2.668151998962449145e+00
1.010005235671997070e+00,8.935144531249998578e-02,3.868699547047587117e+00,-3.767425467896903801e-01,-6.442725453381452638e+00,3.358912261502156937e+00
1.020005464553833008e+00,8.624218749999998379e-02,3.798136430804847308e+00,-3.109186648865155389e-01,-7.056150121814527942e+00,4.035247342849501706e+00
1.030005216598510742e+00,8.379109374999998971e-02,3.721437391410565620e+00,-2.451154527681077555e-01,-7.670094123494188842e+00,4.704629935682957509e+00
1.040005207061767578e+00,8.213433593749998318e-02,3.640136409652626526e+00,-1.656759392508887763e-01,-8.130105929267124054e+00,5.171684840336556732e+00
1.050005435943603516e+00,8.129460937499999318e-02,3.554233485531030468e+00,-8.397073431241555697e-02,-8.590095800469836007e+00,5.485971016729999761e+00
1.060005426406860352e+00,8.127191406249999195e-02,3.462194638257892088e+00,-2.269533414395850761e-03,-9.203893504830684691e+00,5.742084927524564897e+00
1.070005655288696289e+00,8.195277343749998722e-02,3.365553848621096744e+00,6.808437917222916191e-02,-9.663857775528544636e+00,5.673307765693134108e+00
1.080006361007690430e+00,8.326910156249998918e-02,3.265845097408530240e+00,1.316235235779337209e-01,-9.970171507315894743e+00,5.631444127619598561e+00
1.090006589889526367e+00,8.515281249999999413e-02,3.161534403832306328e+00,1.883667823765025062e-01,-1.043083061485624263e+01,5.528237159026145875e+00
1.100008010864257812e+00,8.744503906249999348e-02,3.055689729468197058e+00,2.291900889174949829e-01,-1.058296362402157342e+01,5.494328925292583321e+00
1.110006093978881836e+00,9.010039062499998475e-02,2.948311074316202429e+00,2.655860660546074392e-01,-1.073992423557008813e+01,5.458022414924112553e+00
1.120005846023559570e+00,9.300539062499998955e-02,2.840932419164207356e+00,2.905072032807214932e-01,-1.073813177289193455e+01,5.451266665808172540e+00
1.130005359649658203e+00,9.606925781249998908e-02,2.735087744800098086e+00,3.064016213251948839e-01,-1.058498226232281070e+01,5.465402800245451331e+00
1.140005826950073242e+00,9.924660156249998089e-02,2.629243070435988816e+00,3.177195279532712968e-01,-1.058397284692051343e+01,5.447137772815823453e+00
1.150005817413330078e+00,1.024920312499999903e-01,2.524932376859765348e+00,3.245432782585899734e-01,-1.043107930547477302e+01,5.457239948249737793e+00
1.160005807876586914e+00,1.057601562499999870e-01,2.425223625647198844e+00,3.268128116729844268e-01,-9.970884630233234347e+00,5.518446150776580517e+00
1.170005798339843750e+00,1.090509765624999849e-01,2.327048855222517698e+00,3.290823450873802680e-01,-9.817486405152751061e+00,5.527429841116015652e+00
1.180006265640258789e+00,1.123417968749999829e-01,2.233476027161493516e+00,3.290666539516030609e-01,-9.356845560321039201e+00,5.579640375172688849e+00
1.190006017684936523e+00,1.156099218749999796e-01,2.141437179888355136e+00,3.268206036908107848e-01,-9.204112948193062138e+00,5.577734675467944214e+00
1.200006246566772461e+00,1.189007421874999776e-01,2.055534255766759077e+00,3.290744993324430379e-01,-8.590095800469836007e+00,5.488162365949682986e+00
1.210005998611450195e+00,1.222142578124999768e-01,1.972699293220934624e+00,3.313597787420722862e-01,-8.283701653373746865e+00,5.364634793874443197e+00
1.220006465911865234e+00,1.255958593749999797e-01,1.894466273038766913e+00,3.381443547502684943e-01,-7.822936452071683533e+00,5.150171382121934371e+00
1.230006456375122070e+00,1.290909374999999748e-01,1.820835195220256164e+00,3.495081458169415622e-01,-7.363114803864552194e+00,4.834401736276723760e+00
1.240006446838378906e+00,1.326541015624999875e-01,1.750272078977516577e+00,3.563167460601304737e-01,-7.056318353703541213e+00,4.510511834650442253e+00
1.250006198883056641e+00,1.363080468749999774e-01,1.685844885886319755e+00,3.654035916265308548e-01,-6.442879063735138523e+00,4.294852100528268934e+00
1.260006189346313477e+00,1.400754687499999873e-01,1.624485654370894094e+00,3.767425467896917679e-01,-6.135929003220463862e+00,4.077479472121118498e+00
1.270006895065307617e+00,1.439336718749999744e-01,1.569262346007010978e+00,3.857930863491142448e-01,-5.521941142513432155e+00,3.898818171912672881e+00
1.280006885528564453e+00,1.479507421874999840e-01,1.517106999218899022e+00,4.017074143480447446e-01,-5.215539652737408716e+00,3.792721202227268051e+00
1.290006637573242188e+00,1.520812890624999858e-01,1.471087575582329832e+00,4.130649296647753710e-01,-4.602056474096531069e+00,3.680893796161893938e+00
1.300006389617919922e+00,1.563933984374999697e-01,1.429670094309417605e+00,4.312216298698186012e-01,-4.141850826686873432e+00,3.639226469810021847e+00
1.310006856918334961e+00,1.608416796874999888e-01,1.391320574612276539e+00,4.448073391345829242e-01,-3.834772770623377180e+00,3.631704359240238045e+00
1.320006608963012695e+00,1.654715234374999899e-01,1.359106978066678018e+00,4.629958552286492224e-01,-3.221439531867580364e+00,3.611086906442482647e+00
1.330006599426269531e+00,1.702829296874999732e-01,1.331495323884736459e+00,4.811410838518925814e-01,-2.761168051449209848e+00,3.654061731044416117e+00
1.340006589889526367e+00,1.752985937499999813e-01,1.308485612066451864e+00,5.015668845814565957e-01,-2.300973376207671173e+00,3.695731532211682602e+00
1.350006818771362305e+00,1.805639062499999614e-01,1.290077842611824233e+00,5.265191989319072396e-01,-1.840734814386383977e+00,3.747373515884521833e+00
1.360007286071777344e+00,1.860561718749999816e-01,1.276272015520853564e+00,5.492008983192295801e-01,-1.380518197424404292e+00,3.810051141848163514e+00
1.370006561279296875e+00,1.917753906249999862e-01,1.267068130793539638e+00,5.719633304721034595e-01,-9.204551866311805330e-01,3.873623004723532048e+00
1.380007266998291016e+00,1.977669531249999779e-01,1.264000169217768255e+00,5.991139693892139073e-01,-3.067745079174227230e-01,3.892420868275682011e+00
1.390006780624389648e+00,2.039854687499999819e-01,1.264000169217768255e+00,6.218818092081738191e-01,0.000000000000000000e+00,3.956053546675188048e+00
1.400007247924804688e+00,2.104536328124999578e-01,1.270136092369310798e+00,6.467861819048730254e-01,6.135636432997376710e-01,3.944337796401605978e+00
1.410006999969482422e+00,2.171487499999999737e-01,1.280873957884510306e+00,6.695283200610382401e-01,1.073813177289193455e+00,3.917036087991076165e+00
1.420006990432739258e+00,2.240708203124999742e-01,1.296213765763366776e+00,6.922076913906969331e-01,1.533982250805121517e+00,3.890980238149813975e+00
1.430006980895996094e+00,2.312425390624999744e-01,1.316155516005880211e+00,7.171725589490499653e-01,1.994176926046660192e+00,3.762778174601849823e+00
1.440006971359252930e+00,2.386185156249999717e-01,1.340699208612050386e+00,7.375983596786112040e-01,2.454371601288176663e+00,3.619662017432020207e+00
1.450007677078247070e+00,2.461760546874999789e-01,1.369844843581877525e+00,7.557005750250328502e-01,2.914357825215416309e+00,3.441646782613148936e+00
1.460007190704345703e+00,2.538924609374999530e-01,1.403592420915361627e+00,7.716781574115993969e-01,3.374921880740604951e+00,3.135601888439091489e+00
1.470007419586181641e+00,2.617223437499999750e-01,1.441941940612502693e+00,7.829703604806430572e-01,3.834864196638316791e+00,2.838238359757695228e+00
