time,cart_pos,pend_pos,cart_vel,pend_vel,force
3.814697265625000000e-06,0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.269057426087421419e-04
1.000189781188964844e-02,0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.999616803370139140e-01
2.000093460083007812e-02,0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.205470524167790769e+00
3.000164031982421875e-02,9.078124999999998739e-05,3.141592653589793116e+00,9.077484384685070504e-03,0.000000000000000000e+00,1.696677645203031659e+00
4.000139236450195312e-02,2.723437499999999622e-04,3.140058672801907313e+00,1.815670020504505863e-02,-1.534018824699006356e-01,2.020544676407126872e+00
5.000185966491699219e-02,6.127734374999999284e-04,3.138524692014021955e+00,3.404137799499343947e-02,-1.533909108249066622e-01,2.354656195606343871e+00
6.000089645385742188e-02,1.134765624999999924e-03,3.135456730438250350e+00,5.220424712081832980e-02,-3.068257113690155968e-01,2.660673115055731230e+00
7.000255584716796875e-02,1.861015624999999823e-03,3.132388768862479189e+00,7.261295065554229655e-02,-3.067452564744524990e-01,2.975448263441911489e+00
8.000111579895019531e-02,2.791523437499999517e-03,3.127786826498822226e+00,9.306418294107825229e-02,-4.602605160992883637e-01,3.270915385795187813e+00
9.000110626220703125e-02,3.926289062499999441e-03,3.121650903347279904e+00,1.134766707197863711e-01,-6.135929003220219613e-01,3.542272479234101823e+00
1.000013351440429688e-01,5.288007812499999523e-03,3.115514980195737138e+00,1.361687583444592953e-01,-6.135782714621502709e-01,3.825661139897457819e+00
1.100010871887207031e-01,6.899374999999999258e-03,3.109379057044194816e+00,1.611407143197748915e-01,-6.136075298795137245e-01,4.082225717745540550e+00
1.200010776519775391e-01,8.783085937499999010e-03,3.100175172316880889e+00,1.883712733948453566e-01,-9.203893504830773509e-01,4.298422065693280558e+00
1.300008296966552734e-01,1.100722656249999813e-02,3.089437306801681160e+00,2.224195775118019136e-01,-1.073813177289215659e+00,4.520444452287776471e+00
1.400012969970703125e-01,1.352640624999999763e-02,3.078699441286481875e+00,2.519061971629514285e-01,-1.073736375774524410e+00,4.710073089470443897e+00
1.500012874603271484e-01,1.636332031249999874e-02,3.066427594983396787e+00,2.836916767994660526e-01,-1.227185800644088332e+00,4.884685186502621512e+00
1.600010395050048828e-01,1.951796874999999626e-02,3.052621767892425897e+00,3.154726660626577250e-01,-1.380616942228972688e+00,5.028611600103032764e+00
1.700012683868408203e-01,2.303574218749999611e-02,3.038815940801455007e+00,3.517692923898531054e-01,-1.380551110789804747e+00,5.155813265398154321e+00
1.800014972686767578e-01,2.687124999999999583e-02,3.023476132922598758e+00,3.835420026702269225e-01,-1.533945678655308953e+00,5.267135563560509048e+00
1.900017261505126953e-01,3.106988281249999442e-02,3.006602344255856707e+00,4.198536715620826421e-01,-1.687340246520857567e+00,5.316447549073497925e+00
2.000014781951904297e-01,3.560894531249999412e-02,2.988194574801228853e+00,4.539175051261265526e-01,-1.840822589638630102e+00,5.357945570237588662e+00
