time,cart_pos,pend_pos,cart_vel,pend_vel,force
0.000000000000000000e+00,0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.585011701770903447e-02,4.546845683932619403e-04,3.139674692811981416e+00,3.298827958947812833e-02,-1.386708243769672888e-01,1.537610064515728903e+00
5.170023403541806895e-02,1.957517645053383736e-03,3.133385988412148659e+00,8.008466735973444883e-02,-3.317862224631156209e-01,2.381134143780768486e+00
7.755035105312710342e-02,4.833054464601862013e-03,3.121553560885554024e+00,1.383487399870680090e-01,-5.612043724589886873e-01,3.173005799705008734e+00
1.034004680708361379e-01,9.324504748965010623e-03,3.103511033418033804e+00,2.044589816578895325e-01,-8.062512908482747376e-01,3.881329844490157388e+00
1.292505850885451724e-01,1.558759574390929624e-02,3.079141700091057920e+00,2.749838978471928486e-01,-1.045415999559299980e+00,4.484137895651735484e+00
1.551007021062542068e-01,2.368682554911364854e-02,3.048896530203733857e+00,3.463207451259836533e-01,-1.256697138430279415e+00,4.955038505048970698e+00
1.809508191239632413e-01,3.359339275305536776e-02,3.013788378204056873e+00,4.148733158513835950e-01,-1.419045262358380244e+00,5.273403484296519395e+00
2.068009361416722758e-01,4.518760477943761095e-02,2.975348402004886594e+00,4.772195271967396568e-01,-1.513814337264710375e+00,5.424289675732645755e+00
2.326510531593813103e-01,5.826626019045431232e-02,2.935542151518462539e+00,5.303187598569284456e-01,-1.526339381621590663e+00,5.401163235832230569e+00
2.585011701770903447e-01,7.255586244839157262e-02,2.896644615591897232e+00,5.717434236824632254e-01,-1.447418177295892061e+00,5.209046736096889951e+00
2.843512871947994070e-01,8.773009874563328370e-02,2.861088020463896431e+00,5.997782943230427488e-01,-1.273894244204172077e+00,4.861320583031857545e+00
3.102014042125084137e-01,1.034284093897333556e-01,2.831305801554582224e+00,6.134134633429626504e-01,-1.008403286053361825e+00,4.377152605969033772e+00
3.360515212302174204e-01,1.192722183586597401e-01,2.809596679365708560e+00,6.121906192719391848e-01,-6.582061014444340330e-01,3.775701242875371122e+00
3.619016382479264271e-01,1.348762728085887708e-01,2.798025321507149776e+00,5.959967452748630157e-01,-2.336782448386355293e-01,3.072639548427661182e+00
3.877517552656354338e-01,1.498543036654278737e-01,2.798363618004607201e+00,5.648445371434255291e-01,2.531959868318096607e-01,2.277037058225530597e+00
4.136018722833444405e-01,1.638202489939172279e-01,2.812064106182543544e+00,5.187487955166444342e-01,7.897599298454202055e-01,1.392650359131518245e+00
4.394519893010534473e-01,1.763880417039806470e-01,2.840247666682298444e+00,4.577311896103272715e-01,1.362866706221720126e+00,4.211363803164431818e-01
4.653021063187624540e-01,1.871738583361671204e-01,2.883683114475343867e+00,3.819915932274242643e-01,1.958133824211409024e+00,-6.320395162947229917e-01
4.911522233364714607e-01,1.958052776613890822e-01,2.942733703294743375e+00,2.922519302386707984e-01,2.558244610732753888e+00,-1.750078294643299115e+00
5.170023403541804674e-01,2.019414487453157214e-01,3.017247489083502821e+00,1.902365022269819905e-01,3.140514770321566118e+00,-2.897025269898795496e+00
5.428524573718894741e-01,2.053063733297880444e-01,3.106380837540114292e+00,7.916649976571962788e-02,3.674519538870758328e+00,-4.012344370193178911e+00
5.687025743895984808e-01,2.057325528299861206e-01,3.208376864489972835e+00,-3.597803547348921160e-02,4.121467094753086258e+00,-5.012080987226982920e+00
5.945526914073074876e-01,2.032042424069384068e-01,3.320376045652543517e+00,-1.487634471691006988e-01,4.437590019246938411e+00,-5.801395377303431466e+00
6.204028084250164943e-01,1.979699013223162052e-01,3.438022516683697738e+00,-2.460263616161181555e-01,4.556714458191721384e+00,-6.000000000000000000e+00
6.462529254427255010e-01,1.904668082544518637e-01,3.556005868694955385e+00,-3.258375816904990896e-01,4.470608588633938396e+00,-6.000000000000000000e+00
6.721030424604345077e-01,1.811032291177497311e-01,3.669261878518514486e+00,-3.918566665955361961e-01,4.203664923954478105e+00,-6.000000000000000000e+00
