q11_opt,q22_opt,r_opt,Vol_opt,m_opt,l_opt
9.993241128224280345e+00,1.508033058851155683e+00,9.861676566351716966e-01,1.353856660500589442e+02,5.901039817223124873e-01,3.252315197033757155e-01
