m_opt,l_opt,q11_opt,q22_opt,r_opt,Vol_opt
0.6499952438874883,0.38628393851295917,9.99014247941552,1.0560909117769741,0.10014247227564042,1027.127361207774
0.9752549905428778,0.6956193816741306,9.990774744086167,1.024036680154119,0.10020281041960283,1005.7420264718278
0.5110849358993454,0.4582037471918193,9.5811060827913,1.007335496250301,0.10005853593389451,1016.9908526284165
0.6876692123302978,0.6222209572986344,7.8963749424277525,1.2982490516047809,0.10206594236048097,1007.6871515672323
0.6007653703610665,0.6959973091098989,6.4549382806542575,1.0121812393328857,0.10115540209594416,1003.4765468411887
0.677704859826493,0.6722079575742308,5.613782273445117,1.0764279008005038,0.10124977166051563,1004.1053258923054
0.7428777300935568,0.33209768063891004,3.61977239113567,1.208105488254064,0.11128846508915512,1023.4851703295574
0.7856153395103307,0.5194831705542962,2.0003042563559497,1.0546254380525502,0.10010509194318395,1006.3496931569483
0.9039174942730481,0.6621629246153062,1.0605201837388052,1.042244920614486,0.10075039943063188,1000.5628065684424
0.620484521382413,0.6062217509115535,1.019440806272843,1.2525073293750957,0.10154920537769946,1001.0828745864121
0.6087839878594001,0.6466164716658047,1.2221573120054474,1.0003888311332272,0.10058768727462455,1000.2632525369659
0.5027967311401108,0.6873160419956765,1.0259385079073304,1.0074976871712251,0.10013680909701109,998.7112830930314
0.9610070155914444,0.6229906762992642,1.0148250351187862,1.0150292918661667,0.10003205842937637,1003.8468763326862
0.7492447799894525,0.4007114964725038,1.0019323287723696,1.010836986261633,0.10002602924951146,1009.2896373584286
0.9942842047348042,0.5545356262523549,1.1146448005626435,1.0032887665476486,0.10006497345389834,1006.5836013120283
0.5829179262206132,0.6543909763365262,1.005287537803619,1.0038320772022074,0.10060673422192033,999.7694056041722
0.6209093430110023,0.3397236289696841,1.000251347981201,1.0275613998412405,0.10024481641027434,1010.4931200214154
0.912388018095031,0.6374069215499438,1.0002978372742255,1.0001113552762437,0.10000169682639559,1003.1704195235706
