q11_opt,q22_opt,r_opt,Vol_opt
9.99893040567144,1.5200478104963215,0.3720594921919493,1051.9395404129702
9.94759833105668,1.5559353932759623,0.17481558849343787,1036.3223738475385
9.858913349560334,1.4118949569093502,0.7476059676678484,1078.5738245816508
9.704004295956318,1.210128898392716,0.32266215116177566,1046.7706869852063
9.947416522534644,1.6767585210173301,0.1576038633184127,1034.9573170056938
9.976935869152257,1.182813582803261,0.5510721794648847,1064.3565134246337
9.986600529363832,1.002154170058186,0.3285336146273351,1047.3697450144011
9.999703951047291,1.7742916402540874,0.10010127225049492,1027.9936744064269
9.902639018622986,1.5769909168584468,0.17196811243612875,1036.0094211641185
9.90894558433798,1.5019666325388101,0.15605234239804205,1034.3810402661427
9.736336224875128,1.3208394432876007,0.2218145991785771,1039.4497953778905
9.833342399891098,1.2176691291726667,0.286638937648672,1044.382334697084
9.99911065477796,1.2843805182713335,0.3324598379069121,1048.3920454794745
9.555325015129176,1.0043186482259325,0.11756361602433898,1028.9048452964091
9.61978996599986,1.1978692605858656,0.7343969764803717,1076.4996607392836
9.936684956220553,1.0012258492749335,0.5432924402058356,1063.2177888904869
9.986671595649351,1.1241255779192252,0.12006779481563257,1030.2090406897487
9.949091050230875,1.0160586108481446,0.6148082060296878,1068.5712831557325
9.941983931829068,1.2049064338093887,0.40836477037740565,1053.7352378127234
9.999528713671857,1.2452607120488515,0.27667935491219164,1044.0882447128697
9.836618922896863,1.1190919852724601,0.8712373017775318,1087.0728161570664
9.996730342394024,1.3533153288911408,0.3596345155428682,1050.5942259591984
9.937329313361474,1.2976513690505138,0.11556412695620637,1029.8569049310786
9.970343373017544,1.5079848767545376,0.10626830576247347,1028.7776687972867
9.975091483694085,2.1748894891869384,0.12013586129620399,1031.9695450866222
9.45625044860374,1.0249514534469164,0.18438456205480383,1035.0543305644865
9.963015976440428,2.2582126389234407,0.2901425804211609,1047.453968974358
9.957899750498695,1.0822763240456177,0.36493274126308883,1050.2262156078186
9.999929587798079,1.2602092324877132,0.4519227352582672,1057.2545594248559
9.999061492814821,1.006323460807137,0.39072780839067156,1052.0592095643776
9.99753524844262,1.4254981325994156,0.10035244747404057,1027.6331867714823
9.988816737238523,1.278706867113993,0.19495204038557665,1037.658229023185
9.977857658275674,1.3316729412302637,0.496716226062604,1060.70749333733
9.919508718964313,1.3394294507612994,0.29604083465936726,1045.5936359080597
9.946020437472006,2.335290499234935,0.33023271729330694,1050.6408546548453
9.967306480068444,1.3318980408857901,0.23693579412786928,1041.184786794672
9.987745083202492,2.201321279350331,0.7221585217346935,1078.9410056597944
9.950993989766822,1.164944306477643,0.17736837096898453,1035.7605339486204
9.461590753304161,1.011409126405272,0.19898178429382343,1036.2939939129851
9.99145030471918,1.8565565222027622,0.6077685115918803,1070.2851759509977
9.931906500075607,1.5798892405376004,0.1379242021874788,1032.8315091034412
9.930798029090997,2.3615083319816925,0.32399315017687835,1050.1954142525253
9.977233152728838,1.1276053930063927,0.12616735395897927,1030.8571139810067
9.996462793281392,1.0032448320366572,0.10498800944765421,1027.9012552340118
9.674672743046237,1.1355626289365122,0.2385312792819255,1040.1515899669932
9.899800360945822,1.0625161071564657,0.11124352462240039,1028.806788370614
9.980605944790574,1.6752662473693838,0.14793076107701525,1034.0953890309713
9.928607091904047,1.3399540223620612,0.16174945057911838,1034.630272609583
9.998255657226759,1.289756649525227,0.13992682182009297,1032.589851875702
9.820567787937305,1.4591089287320829,0.10000244176157526,1027.396429219388
9.991349690492354,1.1419182841881765,0.12595535004574304,1030.8898087018267
9.999977430093383,1.4525377616874664,0.31348723712749493,1047.3767413994406
9.99717191495997,1.324082380066904,0.3010026284217346,1046.1153499226011
9.955968278531993,1.6027678312779612,0.10161011131716716,1028.035464127492
9.993102908666362,1.0308702714855167,0.4076357347159365,1053.3664765292917
9.884479199226798,1.2268918809176792,0.1653413756694551,1034.644419451257
9.987274631304327,1.0826403516132392,0.2282697063066996,1039.9679415616333
9.88765631760521,1.0133725882745306,0.15120154783991674,1033.125798067796
9.810338936128215,1.002886945841249,0.2791504779320547,1043.235845941375
9.932921985808983,1.390422346688418,0.32711758282937314,1048.0925604264646
9.938298567086262,1.6814156208598094,0.10375165571085755,1028.5102691598165
9.927889154987655,1.1120633551691874,0.41282766831500006,1053.801171760601
9.890441406526735,1.5764539627949619,0.6320492130450259,1071.135269767949
9.969239525004634,2.0405404545473322,0.17597934243000513,1037.4623565982988
9.999778428495684,1.7003800569610052,0.14179192455407036,1033.5842068515226
9.986102784519135,1.7688534712333457,0.1000457209949855,1027.9613684244832
