rho,S
8.225948539971447815e+00,4.695611271992755320e+01,-2.558793644429791847e+00,1.180999702419184239e+01,6.463222603494268581e-01,-2.558802422567855395e+00,3.674210696131363818e+01,-1.129014366938842251e+01,-9.769423761816908858e-01,1.180999901866092117e+01,-1.129014158218655339e+01,7.839538218177506401e+00,1.491293754718487463e+00,6.463218285776072269e-01,-9.769423328551170016e-01,1.491293642210749892e+00,8.709552131419322496e-01
5.172668550455867376e+00,4.696026215371478685e+01,-2.501289197543474341e+00,1.181744281756112436e+01,6.649779551106392850e-01,-2.501298350440660734e+00,3.532436723207067075e+01,-1.093156083604320905e+01,-1.031815624785371366e+00,1.181744519800769844e+01,-1.093155865870686227e+01,7.822663605768489070e+00,1.562727868188998670e+00,6.649777454170870961e-01,-1.031815578975298742e+00,1.562727806391973839e+00,9.140545410036148288e-01
9.351647751446309442e+00,4.696102354831227643e+01,-2.412867081085444010e+00,1.180992422880115811e+01,6.794350799960110487e-01,-2.412876401942895654e+00,3.382788767258266205e+01,-1.044797624446496798e+01,-1.008799800003506775e+00,1.180992694507794205e+01,-1.044797402683734511e+01,7.740298251715050704e+00,1.613195815036716052e+00,6.794351004270031691e-01,-1.008799753265354093e+00,1.613195806277282207e+00,9.594285552286424545e-01
7.761482575328916056e+00,4.695857951024560606e+01,-2.303785978819523628e+00,1.178857733821123688e+01,6.882459716817589390e-01,-2.303795253817604749e+00,3.241006330533666357e+01,-9.882799115042496751e+00,-9.037453063794658181e-01,1.178858033160984853e+01,-9.882796908760585808e+00,7.598828548989823517e+00,1.637008175658461795e+00,6.882462250507170864e-01,-9.037452603455150557e-01,1.637008221071450276e+00,1.003426514325079122e+00
6.694441951066853136e+00,4.695346510716045429e+01,-2.187124008343330761e+00,1.175602850181510206e+01,6.904184275095073264e-01,-2.187133020586886634e+00,3.123511710300939725e+01,-9.289929202187757085e+00,-7.192162222308845498e-01,1.175603170634569850e+01,-9.289927059770141327e+00,7.410922901738959290e+00,1.630663301973481305e+00,6.904189112412881801e-01,-7.192161786103113963e-01,1.630663401457257855e+00,1.042292283149115484e+00
8.242032649155540014e+00,4.694654012045278080e+01,-2.077620256132341137e+00,1.171625417248707457e+01,6.855394635011625715e-01,-2.077628789627499195e+00,3.046250794213833402e+01,-8.730296624682820195e+00,-4.651136520966251964e-01,1.171625751644539015e+01,-8.730294598564345421e+00,7.194843534986557820e+00,1.593341414005736256e+00,6.855401695910908755e-01,-4.651136126680700533e-01,1.593341566202975290e+00,1.072464540778131248e+00
8.288895811310759143e+00,4.693892879107972504e+01,-1.990259612861399185e+00,1.167430493580266138e+01,6.738745901746766576e-01,-1.990267457182920863e+00,3.023301598975508497e+01,-8.267549967001873057e+00,-1.591085605529733160e-01,1.167430834364961001e+01,-8.267548108340095681e+00,6.973192077922083065e+00,1.527239067010398132e+00,6.738755052739032747e-01,-1.591085271241625687e-01,1.527239269314661918e+00,1.090885070487674469e+00
6.126020526912940412e+00,4.693192472153775441e+01,-1.938621661650618222e+00,1.163588492830357168e+01,6.564301114178098251e-01,-1.938628617905814311e+00,3.065095710540068197e+01,-7.962484467112860287e+00,1.733942818170530475e-01,1.163588832283495655e+01,-7.962482824229526912e+00,6.771055560531706874e+00,1.437693607187184419e+00,6.564312170607222718e-01,1.733943075011372958e-01,1.437693855777386620e+00,1.095312799068240528e+00
1.000000000000000000e+01,4.692686234355547015e+01,-1.933096220321684156e+00,1.160679393618917388e+01,6.349564521904661474e-01,-1.933102108543953257e+00,3.176319023356069238e+01,-7.866063590829597274e+00,5.002643612295293307e-01,1.160679724088996601e+01,-7.866062207293849085e+00,6.613589034048033888e+00,1.333026453327145200e+00,6.349577251784994658e-01,5.002643776276964882e-01,1.333026743233560740e+00,1.084636178693360264e+00
6.597216168219069310e+00,4.692496259901950850e+01,-1.979004788287285876e+00,1.159226946698378846e+01,6.118882456270728909e-01,-1.979009455654920924e+00,3.353889592870804393e+01,-8.011603001503353028e+00,7.850433678117283431e-01,1.159227260837300122e+01,-8.011601914044081951e+00,6.523213656301055430e+00,1.224040613845489123e+00,6.118896585715682956e-01,7.850433737562593217e-01,1.224040939049249710e+00,1.059148749557890401e+00
7.890651336086854428e+00,4.692717507077644257e+01,-2.075831995919815931e+00,1.159631696433854131e+01,5.901125917884145755e-01,-2.075835324358783041e+00,3.585960093826000161e+01,-8.407894441736724289e+00,9.911827683744460771e-01,1.159631987405396636e+01,-8.407893678428459694e+00,6.516777563637044857e+00,1.123110278850936394e+00,5.901141138114033291e-01,9.911827631899795543e-01,1.123110632427510636e+00,1.020781793101660506e+00
4.773185775517544194e+00,4.693403619595219567e+01,-2.216258944494491345e+00,1.162112117075275464e+01,5.727566571394859807e-01,-2.216260856042892247e+00,3.852353214783916258e+01,-9.034858924327016538e+00,1.087081272222659489e+00,1.162112378714427585e+01,-9.034858503378586647e+00,6.603116426962433394e+00,1.042945551000443283e+00,5.727582546862814983e-01,1.087081255790452117e+00,1.042945925292775300e+00,9.731238849917031031e-01
7.300736068460699890e+00,4.694556488914424364e+01,-2.387152386590777109e+00,1.166663134535061630e+01,5.627937790470455282e-01,-2.387152845149501879e+00,4.127056705461114916e+01,-9.843859277124284546e+00,1.051432118293566420e+00,1.166663361444826386e+01,-9.843859206644657078e+00,6.781416017413294917e+00,9.951125863170321439e-01,5.627954167750599535e-01,1.051432090989432577e+00,9.951129731425306657e-01,9.212698154741846279e-01
9.098664543412580130e+00,4.696121363026328765e+01,-2.571185918560134898e+00,1.173038396781374004e+01,5.626570117562895712e-01,-2.571184927460179459e+00,4.382045716622834419e+01,-1.076246286054371737e+01,8.772900063511693824e-01,1.173038584369208337e+01,-1.076246313933778431e+01,7.040590912319417249e+00,9.885387653149566578e-01,5.626586534372290949e-01,8.772899688779971505e-01,9.885391561895459089e-01,8.713916353811337334e-01
