rho,S
3.932888211566575976e+00,3.733812630091134821e+01,-1.885353019909951300e+00,9.433482018670765967e+00,4.848569131018632405e-01,-1.885317849392726730e+00,3.680398885768585870e+01,-1.119134662341225983e+01,-9.708336597929373424e-01,9.433474039516516640e+00,-1.119135499000419820e+01,7.239263839164029157e+00,1.465460873023717303e+00,4.848586516958824366e-01,-9.708338362995662107e-01,1.465461326655951524e+00,8.889077266645361020e-01
2.356200534411214687e+00,3.734132889341527317e+01,-1.843291631645932238e+00,9.440485226195901802e+00,4.995935307251124224e-01,-1.843254786797527078e+00,3.520685442633085671e+01,-1.076719421528195397e+01,-1.012353798927854154e+00,9.440475469338345249e+00,-1.076720298466692327e+01,7.206187058389354583e+00,1.539683285370838206e+00,4.995942343035222888e-01,-1.012353986520502458e+00,1.539683502504712642e+00,9.384772119978418425e-01
5.291910606586590404e+00,3.734239966315647052e+01,-1.775448945287361635e+00,9.434353820578389005e+00,5.102018952917960481e-01,-1.775411546235411864e+00,3.357507443133100367e+01,-1.020137557354643576e+01,-9.506949675242875042e-01,9.434342563303712126e+00,-1.020138447562147910e+01,7.093076833538288106e+00,1.584564042111714643e+00,5.102015247128500741e-01,-9.506951577572850809e-01,1.584564011163966279e+00,9.894569059033583303e-01
3.885572139677808234e+00,3.734156962441990402e+01,-1.694182058006394431e+00,9.416880386199441233e+00,5.153111639289731372e-01,-1.694145263359820186e+00,3.214878813067500118e+01,-9.564415213944158722e+00,-7.837207289628599360e-01,9.416867957477506934e+00,-9.564423968565469281e+00,6.913037105094658408e+00,1.592972829119930545e+00,5.153097129890008565e-01,-7.837209128811726266e-01,1.592972546020039681e+00,1.036228629597495843e+00
7.296817514708631158e+00,3.733936983065158444e+01,-1.614649591514107696e+00,9.391602243763278679e+00,5.141881380403084956e-01,-1.614614570432137519e+00,3.116998878574252529e+01,-8.941803984117580484e+00,-5.215008205337371416e-01,9.391589014271506386e+00,-8.941812307671133553e+00,6.689289296511046423e+00,1.562006726272761048e+00,5.141856343544649599e-01,-5.215009886670206596e-01,1.562006194728782438e+00,1.073254755480096634e+00
5.267066649195592198e+00,3.733658253119639170e+01,-1.552754134555645260e+00,9.363488434556995088e+00,5.069020884285497797e-01,-1.552722035685256463e+00,3.085647584912353736e+01,-8.426221078733977521e+00,-1.874770614602538910e-01,9.363474804092792425e+00,-8.426228691950649718e+00,6.453187066334820976e+00,1.493822231989141658e+00,5.068985933036507241e-01,-1.874772039975310944e-01,1.493821463541731731e+00,1.095708537281264938e+00
7.669806024919805232e+00,3.733414959313871151e+01,-1.522676133531169373e+00,9.338380046664653378e+00,4.944355855361586283e-01,-1.522648044171077464e+00,3.136755754976069355e+01,-8.107016785342890941e+00,1.812850813085788437e-01,9.338366428936982544e+00,-8.107023423969536680e+00,6.240808234135230670e+00,1.395997458348247289e+00,4.944311926915579969e-01,1.812849739380371084e-01,1.395996472198607785e+00,1.100123682204484643e+00
2.121204497388802679e+00,3.733303948143353068e+01,-1.534227287341049628e+00,9.322193169026965265e+00,4.786981196116292803e-01,-1.534204180120093186e+00,3.276205833296813097e+01,-8.056454138563555745e+00,5.360184972726129704e-01,9.322179974668220126e+00,-8.056459567222342244e+00,6.088186942551987890e+00,1.281225026699974290e+00,4.786929525983062983e-01,5.360184333797254341e-01,1.281223849279007343e+00,1.085034487918487667e+00
1.000000000000000000e+01,3.733408425094970795e+01,-1.590181366602338331e+00,9.319961826985327491e+00,4.624324648029644047e-01,-1.590164039141821695e+00,3.495923735586675463e+01,-8.314250006713328034e+00,8.215141707523294645e-01,9.319949446647749269e+00,-8.314254034210694755e+00,6.025698784051572332e+00,1.166163150025373962e+00,4.624266730867757635e-01,8.215141561225702826e-01,1.166161814284328413e+00,1.051505783230274993e+00
9.886707816289575845e+00,3.733782314265835822e+01,-1.686037607914841807e+00,9.334916661782784786e+00,4.487858958805503451e-01,-1.686026630418281158e+00,3.772849785313018600e+01,-8.875392919674522929e+00,9.856604770777102065e-01,9.334905451807184562e+00,-8.875395411215768249e+00,6.072635654436288277e+00,1.069334054347631069e+00,4.487796495936430818e-01,9.856605142726019286e-01,1.069332598657336764e+00,1.003523182763329302e+00
